id	title
3971	Fresh Fields
3972	O Evening Star
3973	Ghosts
3974	For Valor
3975	Bright Star
3976	The Old Maid
3977	But Not for Love
3978	Allure
3980	Richard of Bordeaux
3981	The Dream of Sganarelle
3982	Threepenny Opera
3983	"We, the People"
3984	Firebird
3985	Dangerous Corner
3986	There's Always Juliet
3987	The Barretts of Wimpole Street
3988	Petticoat Influence
3989	Room of Dreams
3990	Stepdaughters of War
3991	Milestones
3992	The Little Father of the Wilderness
3993	Dishonored Lady
3994	Candle Light
3995	The Age of Innocence
3996	Olympia
3997	Heavy Traffic
3998	The Happy Husband
3999	The Play's the Thing
4000	Napoleon
4001	Salvation
4002	Interference
4003	Pickwick
4004	Her Cardboard Lover
4005	Set a Thief
4006	The Captive
4007	Raquel Meller
4008	Easy Virtue
4009	Antonia
4010	A Tale of the Wolf
4011	The Dove
4012	Isabel
4013	Shall We Join the Ladies?
4014	Grounds for Divorce
4015	She Stoops to Conquer
4016	The Lady
4017	Casanova
4018	Zander the Great
4019	Pasteur
4020	Rose Briar
4021	The Texas Nightingale
4022	La Tendresse
4023	The Rivals
4024	The Czarina
4025	The Dream Maker
4026	Blood and Sand
4027	Clair De Lune
4028	Mary Rose
4029	Call the Doctor
4030	Declassee
4031	Dear Brutus
4032	The Saving Grace
4033	Belinda
4034	The New Word
4035	The Off Chance
4036	The Lady of the Camellias
4037	The Three Bears
4038	Rambler Rose
4039	Old Friends
4040	The Old Lady Shows Her Medals
4041	A Kiss for Cinderella
4042	Mme. Sarah Bernhardt
4043	Camille
4044	Mme. Sarah Bernhardt
4045	Mme. Sarah Bernhardt
4046	Mme. Sarah Bernhardt
4047	L'Aiglon
4048	Mme. Sarah Bernhardt
4049	Mme. Sarah Bernhardt
4050	Mme. Sarah Bernhardt
4051	La Dame Aux Camelias
4052	Mme. Sarah Bernhardt
4053	Mme. Sarah Bernhardt
4054	Mme. Sarah Bernhardt
4055	Le Proces De Jeanne D'arc
4056	Mme. Sarah Bernhardt
4057	Mme. Sarah Bernhardt
4058	Mme. Sarah Bernhardt
4059	The Basker
4060	Caroline
4061	Rio Grande
4063	The Little Minister
4064	Peter Pan
4065	The Chief
4066	Secret Service
4067	Sherlock Holmes
4068	A Celebrated Case
4069	The Shadow
4070	Rosemary
4071	Driven
4072	Diplomacy
4073	The Prodigal Husband
4074	A Scrap of Paper
4075	The Legend of Leonora
4076	Tante
4077	The Tyranny of Tears
4078	The Will
4079	Much Ado About Nothing
4080	The Amazons
4081	Liberty Hall
4082	The Spy
4083	Bella Donna
4084	The Perplexed Husband
4086	Lady Patricia
4087	A Slice of Life
4088	Cousin Kate
4089	The Witness for the Defense
4090	A Single Man
4091	The Twelve Pound Look
4092	Alice Sit-by-the-fire
4093	"Trelawny of the ""Wells"""
4094	The Private Secretary
4096	Too Much Johnson
4097	Held by the Enemy
4098	Smith
4099	Caste
4100	Mid-channel
4101	Inconstant George
4102	The Mollusc
4103	What Every Woman Knows
4104	Jack Straw
4105	The Thief
4106	Father and the Boys
4107	The Jesters
4108	Quality Street
4109	My Wife
4110	His Excellency the Governor
4111	The Silver Box
4112	Captain Jinks of the Horse Marines
4113	Captain Brassbound's Conversion
4114	The Good Hope
4115	Nance Oldfield
4116	His House in Order
4117	De Lancey
4118	The Freedom of Suzanne
4119	'op-o'-me Thumb
4120	The Duke of Killicrankie
4121	Ingomar
4122	When Knighthood Was in Flower
4123	The Other Girl
4124	Little Mary
4125	The Pretty Sister of Jose
4126	Captain Dieppe
4127	The Mummy and the Humming Bird
4128	The Unforeseen
4129	Imprudence
4130	The Importance of Being Earnest
4131	The Twin Sister
4132	The Wilderness
4133	The Second in Command
4134	Brother Officers
4135	Mrs. Dane's Defense
4136	Richard Carvel
4137	The Bugle Call
4138	My Lady's Lord
4139	Romeo and Juliet
4140	The Man of Destiny
4141	Lord and Lady Algy
4142	Phroso
4143	The Liars
4144	His Honor the Mayor
4145	The Conquerors
4146	A Marriage of Convenience
4147	A Man and His Wife
4148	Under the Red Robe
4149	Bohemia
4150	Marse Van
4151	Marriage
4152	A Woman's Reason
4153	Michael and His Lost Angel
4154	Carmen
4155	"Christopher, Jr."
4156	The Imprudent Young Couple
4157	The City of Pleasure
4158	The Luck of Roaring Camp
4159	John-a-dreams
4160	The Masqueraders
4161	The Bauble Shop
4162	A Doll's House
4163	The Younger Son
4164	The Girl I Left Behind Me
4165	American Idiot
4166	Finian's Rainbow
4167	Desire Under the Elms
4168	Gypsy
4169	Dr. Seuss' How the Grinch Stole Christmas!
4170	The Producers
4171	Swing!
4172	The Civil War
4173	High Society
4174	Patti LaBelle on Broadway
4175	A Funny Thing Happened on the Way to the Forum
4176	Sunday in the Park with George
4177	The Who's Tommy
4178	The Secret Garden
4179	Largely New York
4181	Jerry's Girls
4182	My One and Only
4183	"Rock 'n Roll! The First 5,000 Years"
4184	Barnum
4185	The Best House in Naples
4186	The 1940's Radio Hour
4187	Broadway Opry '79
4188	Carmelina
4189	On the Twentieth Century
4190	Vieux Carr??
4191	Music Is
4192	My Fair Lady
4193	A Musical Jubilee
4194	The Misanthrope
4195	Good News
4196	A Streetcar Named Desire
4197	Two Gentlemen of Verona
4198	Scratch
4200	"Hello, Dolly!"
4201	Luther
4202	Mr. President
4203	Subways Are for Sleeping
4204	Do Re Mi
4205	Becket
4207	Flower Drum Song
4208	Li'l Abner
4209	The Pajama Game
4210	The King and I
4211	Cox and Box
4212	Iolanthe
4213	The Gondoliers
4214	Trial by Jury & H.M.S. Pinafore
4215	H.M.S. Pinafore
4216	Trial by Jury
4217	The Mikado
4219	Where's Charley?
4220	Sleepy Hollow
4221	Oklahoma!
4222	Without Love
4224	The Pirates of Penzance / The Prodigal Son
4225	The Pirates of Penzance
4226	The Prodigal Son
4227	The Mikado / The Big City / A Ball in Old Vienna
4228	The Mikado
4229	The Big City
4230	H.M.S. Pinafore / The Green Table
4231	H.M.S. Pinafore
4232	Sunny River
4234	Anne of England
4235	Native Son
4236	Twelfth Night
4237	Russian Bank
4238	King Richard II
4239	Earl Carroll's Vanities of 1940
4240	Summer Night
4241	"King Henry IV, Part I"
4242	Hamlet
4243	Trojan Incident
4244	Empress of Destiny
4245	Father Malachy's Miracle
4246	Ten Million Ghosts
4247	May Wine
4248	"Play, Genius, Play!"
4249	Thumbs Up!
4250	Lost Horizons
4251	The Chocolate Soldier
4252	Union Pacific
4253	Ballet Russe de Monte Carlo
4254	Hangman's Whip
4255	Walk a Little Faster
4256	Love from a Stranger
4257	The Merry Widow
4258	Robin Hood
4259	The Gondoliers
4260	The Mikado
4261	Naughty Marietta
4262	The Firefly
4263	The Chimes of Normandy
4264	The Geisha
4265	The Chocolate Soldier
4266	Ruddigore
4267	Trial by Jury & H.M.S. Pinafore
4268	H.M.S. Pinafore
4269	Trial by Jury
4270	Iolanthe
4271	The Pirates of Penzance
4272	Patience
4273	Fine and Dandy
4274	The Rivals
4275	Gala Night
4276	Josef Suss
4277	Ladies of the Jury
4278	Murray Anderson's Almanac
4280	Buckaroo
4281	Vermont
4282	Billie
4283	Diplomacy
4284	She Stoops to Conquer
4285	The Merry Malones
4286	The Behavior of Mrs. Crane
4287	Race
4288	Exit the King
4289	Speed-the-Plow
4290	November
4291	Duran Duran: Red Carpet Massacre
4292	Company
4293	Ring of Fire
4294	The Glass Menagerie
4295	Sly Fox
4296	Salome
4297	The Tale of the Allergist's Wife
4298	The Real Thing
4299	Putting It Together
4300	Amy's View
4301	Electra
4302	The Life
4303	An Ideal Husband
4304	Indiscretions
4305	The Sisters Rosensweig
4306	A Streetcar Named Desire
4307	Mule Bone
4308	Lettice and Lovage
4310	The Secret Rapture
4311	Metamorphosis
4312	Joe Turner's Come and Gone
4313	Social Security
4314	Lillian
4315	Hurlyburly
4316	Baby
4317	Foxfire
4318	Is There Life After High School?
4319	The West Side Waltz
4320	Lunch Hour
4321	Romantic Comedy
4322	I Love My Wife
4323	American Buffalo
4324	Poor Murderer
4325	Legend
4326	Travesties
4327	The Night That Made America Famous
4328	Dreyfus in Rehearsal
4329	No??l Coward in Two Keys
4330	Come Into the Garden Maud
4331	A Song at Twilight
4332	Holiday
4333	Chemin de Fer
4334	The Visit
4335	The Living Mask
4336	Don't Play Us Cheap!
4337	Captain Brassbound's Conversion
4338	Voices
4339	Inner City
4340	Ain't Supposed to Die a Natural Death
4341	The Philanthropist
4342	Conduct Unbecoming
4343	A Place for Polly
4344	The Chinese and Dr. Fish
4345	The Chinese
4346	Dr. Fish
4347	The Front Page
4348	Zelda
4349	The Goodbye People
4350	Rockefeller and the Red Indians
4351	No??l Coward's Sweet Potato
4352	Happiness Is Just a Little Thing Called a Rolls Royce
4353	The Seven Descents of Myrtle
4355	The Little Foxes
4356	Black Comedy / White Lies
4357	Black Comedy
4358	The White Lies
4359	Les Ballets Africains
4360	We Have Always Lived in the Castle
4361	Wait Until Dark
4362	Xmas in Las Vegas
4363	The Amen Corner
4364	Beyond the Fringe '65
4365	The Passion of Josef D.
4366	The Irregular Verb to Love
4368	Moby Dick
4369	Step on a Crack
4370	A Gift of Time
4371	The Complaisant Lover
4372	Critic's Choice
4374	Laughs and Other Events
4376	A Raisin in the Sun
4377	"Look Homeward, Angel"
4378	The Egghead
4379	The Greatest Man Alive
4380	Hide and Seek
4381	Waiting for Godot
4382	Small War on Murray Hill
4383	New Faces of 1956
4384	"Wake Up, Darling"
4385	Affair of Honor
4386	The Chalk Garden
4387	Marcel Marceau
4388	The Desperate Hours
4389	Tea and Sympathy
4390	Misalliance
4391	The Emperor's Clothes
4392	I've Got Sixpence
4393	The Fourposter
4394	Out West of Eighth
4395	"Bell, Book and Candle"
4396	The Consul
4397	The Rat Race
4398	This Time Tomorrow
4399	The Telephone / The Medium
4402	Bathsheba
4404	The Duchess of Malfi
4405	Second Best Bed
4406	Pygmalion
4408	Make Yourself at Home
4410	The Barretts of Wimpole Street
4411	One-man Show
4412	Rebecca
4413	The Perfect Marriage
4414	Last Stop
4415	Tomorrow the World
4416	The Three Sisters
4417	R. U. R.
4418	Count Me in
4419	Best Foot Forward
4420	Pal Joey
4421	Walk with Music
4422	An International Incident
4423	A Passenger to Bali
4424	Key Largo
4425	No Time for Comedy
4426	Off to Buffalo
4427	Knickerbocker Holiday
4428	The Women
4429	Night Must Fall
4430	Bury the Dead
4431	Case of Clyde Griffiths
4432	Parnell
4433	Substitute for Murder
4434	Macbeth
4435	Othello
4436	Them's the Reporters
4437	To See Ourselves
4438	Point Valaine
4439	Ruth Draper
4440	Ladies' Money
4441	Divided by Three
4442	Jigsaw
4443	Wife Insurance
4444	John Brown
4445	Jezebel
4446	Ten Minute Alibi
4447	Both Your Houses
4448	Design for Living
4449	Gay Divorce
4450	There's Always Juliet
4451	Here Today
4452	Whistling in the Dark
4453	The Passing Present
4454	The School for Scandal
4455	Melo
4456	The Truth Game
4457	Scarlet Sister Mary
4458	His Majesty's Car
4459	Topaze
4460	Death Takes a Holiday
4461	The Love Duel
4462	The Kingdom of God
4463	I Won't Dance
4464	The Five O'Clock Girl
4465	Perfectly Frank
4466	Charlie and Algernon
4467	Strider
4468	Once a Catholic
4469	Knockout
4470	The Crucifer of Blood
4471	A Touch of the Poet
4472	The Night of the Tribades
4474	The Royal Family
4475	Rodgers & Hart
4476	Don't Call Back
4477	The Member of the Wedding
4478	The Rules of the Game
4479	Love for Love
4480	Will Rogers' USA
4481	Clarence Darrow
4482	Crown Matrimonial
4483	Nash at Nine
4484	6 Rms Riv Vu
4485	The Little Black Book
4486	Wise Child
4487	"To Live Another Summer, to Pass Another Winter"
4488	The Me Nobody Knows
4489	Hay Fever
4490	The Engagement Baby
4491	Sheep on the Runway
4492	Hadrian VII
4493	The Prime of Miss Jean Brodie
4494	What Did We Do Wrong?
4495	That Summer - That Fall
4496	The Astrakhan Coat
4498	The Loves of Cass McGuire
4499	"Philadelphia, Here I Come!"
4500	UTBU
4502	Poor Richard
4503	"Mary, Mary"
4504	Period of Adjustment
4505	"Farewell, Farewell Eugene"
4506	Duel of Angels
4507	The Tumbler
4508	The Warm Peninsula
4509	Love Me Little
4510	Long Day's Journey Into Night
4511	Goodbye Again
4513	Island of Goats
4514	The Seven Year Itch
4515	Dancers of Bali
4516	Gigi
4517	Twilight Walk
4519	The Golden State
4521	Legend of Sarah
4522	Borned in Texas
4523	The Lady from the Sea
4524	Parisienne
4525	A Phoenix Too Frequent / Freight
4526	A Phoenix Too Frequent
4527	Freight
4528	The Man
4529	Montserrat
4531	The Young and Fair
4532	Time for Elizabeth
4533	Command Decision
4534	Another Part of the Forest
4535	Deep Are the Roots
4537	Common Ground
4538	Hope for the Best
4539	The Searching Wind
4540	The House in Paris
4541	Peepshow
4542	Another Love Story
4543	Arsenic and Old Lace
4544	Beverly Hills
4545	The Scene of the Crime
4546	Oscar Wilde
4547	All the Living
4548	Casey Jones
4549	Journeyman
4550	One Thing After Another
4551	Young Mr. Disraeli
4552	Farewell Summer
4553	A Point of Honor
4556	The Ragged Edge
4557	Triumph
4558	Smile at Me
4559	On to Fortune
4560	The Sky's the Limit
4561	Yesterday's Orchids
4562	Errant Lady
4563	New Faces of 1934
4564	Sing and Whistle
4565	Halfway to Hell
4566	Keeper of the Keys
4567	"Heigh-ho, Everybody"
4568	Child of Manhattan
4569	Maurice Chevalier
4570	The Bride the Sun Shines on
4571	The Social Register
4572	Friendship
4574	Devil in the Mind
4575	Heat Wave
4576	Colonel Satan
4577	A Kiss of Importance
4578	Canaries Sometimes Sing
4579	That's the Woman
4580	Suspense
4581	The Song and Dance Man
4582	The Tavern
4583	Penny Arcade
4584	Waterloo Bridge
4585	Gambling
4586	Stepping Out
4587	Marry the Man
4588	Conflict
4589	All the King's Men
4590	The High Road
4591	Dracula
4592	Yellow Sands
4593	Money from Home
4594	"Oh, Please"
4595	The Donovan Affair
4596	The Last of Mrs. Cheyney
4597	The Jazz Singer
4598	Puzzles of 1925
4599	New Brooms
4600	In His Arms
4601	Top-hole
4602	Sitting Pretty
4603	M. Maurice De Feraudy
4604	New Toys
4605	One Kiss
4606	The Cup
4608	Nifties of 1923
4609	Cold Feet
4610	Secrets
4611	Orange Blossoms
4612	Abie's Irish Rose
4613	Scrambled Wives
4614	An Innocent Idea
4615	"Oh, Henry"
4616	The Bonehead
4617	The Piper
4618	Big Game
4619	Linger Longer Letty
4620	Five O'clock
4623	A Stitch in Time
4624	Over Here
4625	Muggins
4626	Art's Rejuvenation
4627	Nocturne
4628	The Best Sellers
4629	Marriages Are Made
4630	The Good Men Do
4631	"Her Honor, the Mayor"
4632	Once Upon a Time
4633	Let's Go
4635	Words and Music
4636	Broken Threads
4637	The Claim
4638	Branded
4639	The Pawn
4641	Pals First
4643	If
4644	In for the Night
4645	The Master
4646	Arms and the Girl
4648	A Woman of No Importance
4649	The Melody of Youth
4650	Moonlight Mary
4651	Ruggles of Red Gap
4652	The Angel in the House
4653	Sherman Was Right
4654	Some Baby!
4655	Twin Beds
4656	The Misleading Lady
4658	After Five
4659	Shadowed
4660	What Happened to Mary
4661	Damaged Goods
4662	The Unwritten Law
4663	The Yellow Jacket
4664	The Fight
4665	June Madness
4666	The Typhoon
4667	Making Good
4668	Take My Advice
4669	The Cave Man
4670	"Hello, Paris"
4671	A La Broadway
4672	Hell / Temptations / Gaby
4673	Hell / Temptations / Gaby
4674	Hell / Temptations / Gaby
4675	Hell / Temptations / Gaby
4676	Young Frankenstein
4677	The Pirate Queen
4678	Dr. Seuss' How the Grinch Stole Christmas!
4679	Hot Feet
4680	Chitty Chitty Bang Bang
4681	42nd Street
4682	Jesus Christ Superstar
4683	Ragtime
4685	Fela!
4686	33 Variations
4687	Spring Awakening
4688	Sweeney Todd
4689	Good Vibrations
4690	"Caroline, Or Change"
4691	Nine
4693	The Full Monty
4695	Wrong Mountain
4696	Death of a Salesman
4697	More to Love
4698	The Herbal Bed
4699	Grease
4700	Five Guys Named Moe
4701	A Christmas Carol
4702	Penn & Teller: The Refrigerator Tour
4703	La B??te
4704	Cat on a Hot Tin Roof
4705	M. Butterfly
4706	Tom Waits in Concert on Broadway
4707	Big River
4708	The Glass Menagerie
4709	Moose Murders
4710	Monday After the Miracle
4711	The Wake of Jamey Foster
4712	The Best Little Whorehouse in Texas
4713	Little Me
4715	Fools
4716	I Ought to Be in Pictures
4718	Diversions and Delights
4720	California Suite
4721	Yentl
4722	God's Favorite
4723	The Good Doctor
4724	The Prisoner of Second Avenue
4725	Last of the Red Hot Lovers
4726	Canterbury Tales
4728	The Freaking Out of Stephanie Blake
4730	Happily Never After
4731	The Great Indoors
4732	Mating Dance
4733	Something More!
4734	Never Live Over a Pretzel Factory
4735	She Loves Me
4736	A Thousand Clowns
4737	Ross
4738	Let It Ride
4739	The Young Abe Lincoln
4740	Show Girl
4742	Face of a Hero
4743	A Second String
4744	The Cool World
4745	A Distant Bell
4746	A Loss of Roses
4747	The Great God Brown
4748	The Disenchanted
4749	The Man in the Dog Suit
4750	The Firstborn
4751	The Waltz of the Toreadors
4752	Summer of the 17th Doll
4753	Nature's Way
4754	Saint Joan
4755	The Sleeping Prince
4757	A Memory of Two Mondays
4758	A View from the Bridge
4759	A View from the Bridge
4761	Quadrille
4762	All Summer Long
4763	The Remarkable Mr. Pennypacker
4764	The Little Hut
4765	The Children's Hour
4766	Sunday Breakfast
4767	Jane
4768	Faithfully Yours
4769	The Autumn Garden
4771	Not for Children
4772	Hilda Crane
4773	"Tickets, Please!"
4774	The Bird Cage
4775	Happy as Larry
4776	The Browning Version / Harlequinade
4777	The Browning Version
4778	Harlequinade
4779	Diamond Lil
4780	Small Wonder
4781	Angel in the Wings
4782	All My Sons
4784	Wonderful Journey
4785	Dream Girl
4786	Beggars Are Coming to Town
4788	Signature
4790	Dark Hammock
4791	The Man Who Had All the Luck
4792	Meet a Body
4794	"Listen, Professor"
4795	Manhattan Nocturne
4796	Bright Lights of 1944
4797	Richard III
4799	Three Men on a Horse
4800	Tobacco Road
4801	"Brooklyn, U.S.A."
4802	Walk Into My Parlor
4803	Keep Moving
4804	Caviar
4805	Love Kills
4806	Broadway Interlude
4807	"Theodora, the Quean"
4808	Re-echo
4809	The Jooss Ballet
4810	Crucible
4811	Tommy
4812	As Husbands Go
4813	The Good Fairy
4814	Ol' Man Satan
4815	Angeline Moves in
4816	A Few Wild Oats
4817	New York to Cherbourg
4818	Sugar Hill
4819	The Devil's Host
4820	Lean Harvest
4822	On the Spot
4823	The Blue Ghost
4824	Headquarters
4825	Abraham Lincoln
4826	Divided Honors
4827	The Crooks' Convention
4828	Now-a-days
4829	Chinese O'neill
4830	Carnival
4831	Paolo and Francesca
4832	The Whispering Gallery
4833	Cafe De Danse
4834	The Squealer
4835	The Common Sin
4836	The Skull
4838	Veils
4839	The Clutching Claw
4840	Mirrors
4841	"Bless You, Sister"
4842	Women Go on Forever
4843	The Road to Happiness
4844	The Crown Prince
4845	The Heaven Tappers
4846	Lady Alone
4847	Lace Petticoat
4848	Hangman's House
4849	The Woman Disputed
4850	Rainbow Rose
4851	Mama Loves Papa
4852	The Matinee Girl
4853	Mayflowers
4855	Collision
4856	Peter Flies High
4857	Tommy
4858	On Approval
4859	Sandalwood
4860	Service for Two
4861	Love in a Mist
4862	By the Way
4863	These Charming People
4864	The Family Upstairs
4865	Tell Me More
4866	The Youngest
4867	Close Harmony
4868	Rain
4869	Her Way Out
4870	Garden of Weeds
4871	Mme. Simone
4872	We Moderns
4873	Aren't We All?
4874	If Winter Comes
4875	Loyalties
4876	The Drums of Jeopardy
4877	Madeleine and the Movies
4878	Elsie Janis and Her Gang [1922]
4879	Alias Jimmy Valentine
4880	Golden Days
4881	The Wren
4882	The Wheel
4883	Lightnin'
4885	Sick-a-bed
4886	General Post
4887	The Country Cousin
4888	Turn to the Right!
4889	Erstwhile Susan
4890	Sadie Love
4892	Just Outside the Door
4893	Search Me
4894	She's in Again
4895	Daddy Long Legs
4896	Cordelia Blossom
4897	Along Came Ruth
4900	Nearly Married
4901	Stop Thief
4903	C.o.d.
4904	Officer 666
4905	The First Lady in the Land
4907	The Only Son
4908	Excuse Me
4909	"Raffles, the Amateur Cracksman"
4910	Get-rich-quick Wallingford
4911	The Fortune Hunter
4912	The House Next Door
4913	The Traveling Salesman
4914	Sondheim on Sondheim
4915	Wishful Drinking
4916	Waiting for Godot
4917	Pal Joey
4918	Sunday in the Park with George
4919	The Ritz
4920	110 in the Shade
4921	The Apple Tree
4923	Threepenny Opera
4924	A Touch of the Poet
4925	A Streetcar Named Desire
4926	Pacific Overtures
4927	Assassins
4928	Cabaret
4929	Medicine Show
4930	The Swing Mikado
4931	Hummin' Sam
4932	La Compania Dramatic Espanola
4933	It Never Rains
4934	Fast and Furious
4935	Ebb Tide
4936	Young Sinners
4937	Gray Shadow
4938	Electra
4939	The Vikings
4940	A Tailor-made Man
4941	Ladies Don't Lie
4942	Rainbow
4943	Ballet Moderne
4944	Juno and the Paycock
4945	Electra
4946	La Boh??me
4947	The Dubarry
4949	There You Are
4950	Berlin
4951	Hot Money
4953	Shoot the Works
4954	Change Your Luck
4955	Nine-fifteen Revue
4957	One Way Street
4958	Rain Or Shine
4959	The 19th Hole
4960	Ten Per Cent
4961	"Lombardi, Ltd."
4962	Polly of Hollywood
4963	Pyramids
4964	Gypsy Fires
4965	"Easy Come, Easy Go"
4966	A Holy Terror
4968	The Haunted House
4969	Adrienne
4970	The Exile
4971	The Love Child
4972	Queen o' Hearts
4973	The Endless Chain
4974	The Perfect Fool
4975	A Bill of Divorcement
4976	Two Blocks Away
4977	Two Little Girls in Blue
4978	The Tavern
4979	Genius and the Crowd
4980	Silks and Satins
4981	The Hottentot
4982	Elsie Janis and Her Gang [1919]
4983	See-saw
4984	A Prince There Was
4985	By Pigeon Post
4986	Head Over Heels
4987	The Kiss Burglar
4988	Service
4989	A Night at an Inn
4990	Toot-toot!
4991	The King
4992	Here Comes the Bride
4993	This Way Out
4994	Get-rich-quick Wallingford
4995	Come Out of the Kitchen
4996	Seven Chances
4997	Pom-pom
4998	Cock O' the Walk
4999	Back Home
5000	Miss Information
5001	Cousin Lucy
5002	It Pays to Advertise
5003	Potash and Perlmutter [1913]
5004	Mrs. Peckham's Carouse
5005	Widow by Proxy
5006	Broadway Jones
5007	The Wall Street Girl
5008	Forty-Five Minutes from Broadway
5009	The Little Millionaire
5010	The Addams Family
5011	The Little Mermaid
5013	Titanic
5014	Into the Whirlwind
5015	The Three Sisters
5016	A Midsummer Night's Dream
5017	"Hello, Dolly!"
5018	Comedy Tonight
5019	The Best Little Whorehouse Goes Public
5020	Ain't Broadway Grand
5021	Catskills on Broadway
5023	Peter Pan
5024	An Evening with Harry Connick Jr. and His Orchestra
5025	Bobby McFerrin's Voicestra on Broadway
5027	Threepenny Opera
5028	Freddie Jackson: Up Close & Personal
5029	Joan Jett and the Black Hearts on Broadway
5030	The Gospel at Colonus
5031	Jerry Garcia Acoustic and Electric
5032	Smile
5033	Uptown...It's Hot!
5034	The Iceman Cometh
5035	Doug Henning & His World of Magic
5036	The Wiz
5037	Peg
5038	The Corn Is Green
5039	Private Lives
5040	Aznavour
5041	Sophisticated Ladies
5043	A Broadway Musical
5044	Paul Robeson
5046	Rex
5048	Who's Who in Hell
5051	The Pajama Game
5053	Ambassador
5054	A Funny Thing Happened on the Way to the Forum
5056	The Rothschilds
5057	Look to the Lilies
5058	La Strada
5059	The New Music Hall of Israel
5060	The New Music Hall of Israel
5061	Hamlet
5062	Come Summer
5068	Her First Roman
5069	"How Now, Dow Jones"
5070	Marlene Dietrich
5071	Walking Happy
5072	Skyscraper
5074	Ben Franklin in Paris
5075	Wiener Blut
5076	Vienna Life
5078	Arturo Ui
5080	Martha Graham
5081	Little Me
5082	The Sound of Music
5083	Much Ado About Nothing
5085	Goldilocks
5086	The Visit
5087	The Cat and the Fiddle
5088	Three Cheers
5089	She's My Baby
5090	Criss Cross
5091	No Foolin'
5092	"No, No, Nanette"
5093	Aren't We All?
5094	The Little Minister
5095	The Grab Bag
5096	Stepping Stones
5098	George White's Scandals [1923]
5099	Jack and Jill
5100	Lady Butterfly
5101	The Bunch and Judy
5103	George White's Scandals [1922]
5104	Good Morning Dearie
5105	The Love Letter
5106	Ziegfeld Follies of 1921
5107	Sun-kist
5108	Tip Top
5109	George White's Scandals [1920]
5110	The Girl from Home
5111	Apple Blossoms
5112	She's a Good Fellow
5113	The Honor of the Family
5114	The Canary
5116	Penrod
5117	Hitchy-Koo [1918]
5118	Jack O'lantern
5119	Out There
5120	The Harp of Life
5121	Betty
5122	The Amber Empress
5123	Fast and Grow Fat
5124	Stop! Look! Listen!
5125	Chin Chin
5126	The Queen of the Movies
5127	The Madcap Duchess
5128	The Censor and the Dramatists
5129	The Doll Girl
5130	Mlle. Modiste
5131	The Lady of the Slipper
5132	The Charity Girl
5133	The Rose Maid
5134	Over the River
5135	The Three Romeos
5136	Gypsy Love
5138	The Red Rose
5139	Jean Marie / Sister Beatrice
5140	Jean Marie / Sister Beatrice
5141	Sister Beatrice
5142	L'Aiglon
5143	La Femme X
5144	Little Miss Fix-it
5145	The Slim Princess
5146	Le Proces De Jeanne D'arc
5147	La Dame Aux Camelias
5148	Camille
5149	La Sorciere
5150	Les Bouffons
5151	La Tosca
5152	La Beffa
5153	Sapho
5154	Ph??dre
5155	Judas
5156	La Samaritaine
5157	The Bachelor Belles
5158	The Girl in the Train
5159	The Echo
5160	The Old Town
5161	General John Regan
5162	The Playboy of the Western World
5163	The Silver Tassie
5164	Mongolia
5165	Jacob Slovak
5166	One for All
5167	The Field God
5168	Savages Under the Skin
5169	Lally
5170	Where's Your Husband?
5171	The Witch
5172	The Humble
5173	Henry's Harem
5174	Bad Habits of 1926
5175	Bride of the Lamb
5176	East Lynne
5177	Nirvana
5178	The Great God Brown
5179	Head First
5180	The Fountain
5181	Last Night of Don Juan
5182	Outside Looking In
5183	Love for Love
5184	Desire Under the Elms
5185	The Saint
5186	All God's Chillun Got Wings
5187	Rust
5188	The Gift
5189	Roseanne
5190	White Cargo
5191	The Shame Woman
5192	Floriani's Wife
5193	Brook
5194	The Red Poppy
5195	A Fantastic Fricassee
5196	Billeted
5197	Candida
5198	The Pigeon
5199	The Straw
5200	The Children's Tragedy
5201	Launcelot and Elaine
5202	The Sacrifice
5203	The Survival of the Fittest
5204	Eyvind of the Hills
5205	Near Santa Barbara
5206	The Beggar's Opera
5207	Samson and Delilah
5208	Youth
5209	Three Live Ghosts
5210	The Greenwich Village Follies of 1920
5211	Footloose
5212	Sophie
5213	The Passion Flower
5214	Curiosity
5215	The Lost Leader
5216	Katy's Kisses
5217	The Greenwich Village Follies [1919]
5218	Shakuntala
5219	Hobohemia
5220	"The Better 'ole,"
5221	A Woman's Honor
5222	The Big Scene
5223	The Maid of France
5224	Pan and the Young Shepherd
5225	Karen
5226	Jersey Boys
5227	Little Women
5228	Little Shop of Horrors
5229	Bill Maher: Victory Begins at Home
5230	Flower Drum Song
5231	The Crucible
5232	King Hedley II
5233	The Best Man
5235	The Wild Party
5236	Smokey Joe's Cafe
5237	My Fair Lady
5238	Jelly's Last Jam
5239	City of Angels
5240	Shenandoah
5241	Run for Your Wife
5242	Carrie
5243	The Mikado
5244	Wild Honey
5245	Execution of Justice
5246	On Your Toes
5247	Alice in Wonderland
5248	Play Me a Country Song
5249	"Oh, Brother!"
5251	Copperfield
5252	The Stitch in Time
5253	The Suicide
5254	Heartaches of a Pussycat
5255	Night and Day
5256	Whoopee!
5258	A History of the American Film
5259	Bubbling Brown Sugar
5260	Summer Brave
5261	A Letter for Queen Victoria
5262	Cat on a Hot Tin Roof
5263	Full Circle
5264	The Last of Mrs. Lincoln
5265	Different Times
5266	The Love Suicide at Schofield Barracks
5268	Othello
5269	Wilson in the Promise Land
